,temp_ambiente,presion_ambiente,humedad_ambiente,diferencia_presion_filtro_aire,presion_escape_turbina,temperatura_entrada_turbina,temperatura_salida_turbina,presion_descarga_comprensor,monoxido_carbono,oxido_nitrogeno,rendimiento_turbina
67,27.084,1013.0,75.794,4.0568,23.96,1072.2,550.04,11.475,2.0458,48.744,122.51
68,20.557,1006.9,75.09,3.4085,25.91,1090.4,550.02,12.012,1.6112,70.036,134.91
69,29.302,1008.4,70.342,3.943,25.122,1078.3,550.17,11.928,1.646,46.553,127.48
70,22.342,1015.4,84.973,4.2738,25.305,1091.0,550.15,12.252,1.2015,60.286,134.43
71,25.199,1018.8,61.606,4.3812,25.693,1092.3,550.4,12.23,1.6324,68.922,133.67
72,15.592,1009.7,83.005,3.5432,25.367,1077.6,549.96,11.829,1.4951,60.266,133.25
73,10.415,1020.3,99.301,5.2355,24.348,1086.9,549.88,11.978,1.5764,77.186,135.02
74,18.99,1014.2,67.1,4.2005,25.084,1089.0,550.11,12.06,2.2821,72.14,134.37
75,29.681,1006.8,70.023,4.2553,25.927,1082.5,549.94,11.948,1.6622,50.625,129.44
76,23.423,1015.1,84.436,3.6582,23.437,1078.9,550.0,11.529,1.3213,57.885,124.49
77,19.886,1018.1,75.581,2.9849,21.792,1063.7,550.46,11.094,2.814,49.293,119.32
78,23.694,1012.9,70.39,3.8479,24.815,1080.8,549.55,11.993,1.8384,55.758,130.77
79,28.72,1005.7,67.387,4.58,30.708,1099.9,545.11,13.165,1.5726,55.11,148.64
80,8.1012,1017.6,83.122,3.0442,25.751,1065.7,549.88,11.265,4.508,71.48,124.26
81,18.749,1018.4,81.118,3.3184,24.095,1077.5,549.56,11.834,1.8227,47.016,129.65
82,22.067,1013.2,75.354,3.1815,20.105,1060.6,549.9,10.779,1.6778,55.573,112.19
83,10.381,1009.5,99.286,4.5162,30.955,1100.1,532.71,13.753,1.0027,65.611,159.6
84,22.752,1010.9,90.639,3.8983,25.17,1078.8,549.98,11.923,2.1027,46.643,128.61
85,11.61,1015.2,97.949,3.1203,24.392,1087.2,550.05,11.932,2.8,81.27,135.39
86,19.031,1017.4,58.26,4.0848,22.785,1067.4,549.95,11.368,2.552,64.281,121.54
87,23.915,1005.9,57.118,3.7585,27.664,1094.4,549.73,12.643,1.639,57.163,140.89
88,9.3942,1016.7,78.287,2.8367,23.116,1055.5,550.19,10.709,4.8488,72.322,115.66
89,25.213,1011.2,74.551,4.169,25.954,1092.4,550.27,12.105,1.4793,63.351,134.76
90,23.109,1012.5,79.93,5.1058,30.344,1098.8,543.58,13.233,1.1801,55.333,147.98
91,7.0928,1008.6,95.377,2.9336,22.2,1074.3,549.94,11.319,3.665,88.92,126.41
92,18.19,1019.3,76.405,4.0632,31.618,1100.0,535.21,13.556,0.91654,70.857,153.75
93,5.1599,1015.7,85.343,4.1286,23.924,1085.1,549.73,11.898,1.6818,87.378,133.13
94,9.8091,1016.9,74.195,4.3454,24.584,1089.0,550.12,11.962,0.59965,79.758,133.0
95,18.07,1021.6,79.612,4.0753,31.648,1099.9,534.93,13.582,1.9434,93.511,153.58
96,5.746,1014.8,100.17,4.963,24.062,1085.8,550.06,11.83,1.4267,82.146,134.01
97,9.8121,1006.5,87.008,2.7059,19.321,1045.9,549.6,10.377,4.9656,70.267,109.75
98,25.419,996.89,71.431,3.883,26.052,1091.8,550.44,12.195,0.16256,61.56,134.55
99,27.856,1010.6,58.964,4.6205,26.11,1093.9,549.83,12.326,0.55796,63.9,134.11
100,22.084,1007.7,82.138,3.7657,24.221,1073.8,550.01,11.628,2.2337,52.505,127.11
101,25.14,1011.7,55.366,4.034,25.951,1093.4,550.05,12.341,0.76829,69.086,134.62
102,27.555,1015.3,53.679,4.0382,25.191,1080.0,549.95,11.899,1.3196,48.346,128.05
103,10.85,1020.5,74.907,3.1355,28.428,1073.1,549.88,11.537,4.229,66.709,128.95
104,11.612,1024.8,76.925,5.6888,32.523,1099.8,530.38,13.877,0.61431,67.08,158.9
105,30.059,1002.4,68.944,4.274,25.602,1080.4,549.93,11.823,1.8089,51.881,128.02
106,28.578,1013.0,42.672,4.4393,31.224,1099.9,541.15,13.468,1.3212,49.725,150.14
107,15.744,1021.2,69.348,3.4044,29.867,1096.6,549.87,12.658,2.7162,66.436,145.28
108,16.534,1013.5,95.444,4.4514,24.735,1087.9,549.72,11.883,1.9275,66.731,133.76
109,27.128,1014.0,65.322,4.3628,26.255,1094.8,550.41,12.329,0.90795,64.653,135.29
110,31.223,1005.5,63.498,4.1807,25.119,1076.8,550.46,11.798,2.4901,54.085,124.99
111,24.333,1011.6,76.429,4.1894,29.258,1099.6,547.13,13.061,1.1761,53.519,146.35
112,28.945,1005.8,58.03,4.8053,30.407,1099.7,540.08,13.227,1.4235,63.919,149.27
113,14.732,1007.2,87.324,3.3106,24.049,1076.4,550.12,11.664,2.697,56.3,130.75
114,14.965,1011.7,84.374,3.2298,23.101,1072.7,550.07,11.61,1.9575,52.174,127.61
115,24.193,1004.7,91.535,4.0211,24.779,1076.2,550.0,11.734,2.0488,48.522,127.31
116,23.474,1006.6,79.67,4.3696,30.062,1100.1,544.99,13.245,1.583,57.285,148.51
117,28.572,1017.2,49.034,3.5738,20.714,1062.2,549.85,10.757,4.2641,55.011,110.76
118,5.5908,1021.5,75.202,4.3835,24.242,1083.4,548.82,11.921,1.4146,83.988,135.49
119,11.946,1029.2,85.362,4.6708,24.485,1086.4,549.98,11.89,1.0485,76.409,134.09
120,8.8999,1019.8,86.489,4.6324,23.095,1073.6,546.96,11.46,2.2673,83.544,128.44
121,5.3242,1027.5,78.093,4.0597,23.296,1085.2,549.86,11.796,1.9851,87.958,133.68
122,22.248,1013.7,72.169,3.7629,25.713,1083.1,549.98,12.009,1.5589,61.24,133.73
123,23.527,1008.9,93.363,5.2283,25.665,1090.8,550.2,12.16,1.6834,59.658,133.69
124,12.422,1020.7,51.803,3.6374,25.106,1087.5,550.01,12.032,1.0424,67.631,134.27
125,20.978,1016.9,91.937,3.4985,19.879,1058.6,550.02,10.649,3.4384,49.491,110.73
126,13.053,1017.2,83.664,3.4678,23.817,1084.2,550.14,11.731,1.2708,70.588,132.83
127,17.772,1011.2,86.582,3.3378,25.696,1089.8,550.09,12.032,1.2563,67.727,135.04
128,19.309,1021.6,85.792,4.1095,22.763,1068.0,550.06,11.39,2.5177,57.986,121.74
129,13.918,1017.8,93.311,3.1315,24.909,1087.0,549.98,11.959,0.68035,57.666,134.2
130,6.9722,1018.0,85.875,4.5768,24.262,1085.1,549.94,11.951,1.3715,81.997,135.41
131,13.594,1006.1,92.973,3.4903,25.039,1076.7,549.95,11.919,1.234,59.921,133.33
132,10.838,1020.0,86.697,4.1068,24.057,1086.3,549.93,11.838,1.381,75.592,133.38
133,17.057,1010.0,78.379,3.5335,25.654,1078.1,549.94,11.855,0.77698,76.783,133.52
134,3.4907,1020.8,91.519,3.5309,20.098,1025.8,525.35,10.761,11.921,113.9,111.91
135,15.585,1004.4,97.357,3.6143,23.268,1069.3,549.92,11.479,2.3848,63.384,125.82
136,18.783,1010.7,80.595,3.8068,24.258,1077.7,549.81,11.845,1.6937,45.029,129.9
137,18.614,1015.1,79.555,4.4097,21.069,1066.0,549.94,10.945,5.8404,85.347,116.84
138,25.493,1009.7,74.917,4.2914,25.708,1091.4,550.36,12.214,1.1978,61.358,133.81
139,16.748,1005.7,93.828,5.2892,25.194,1087.3,550.31,11.913,1.3501,71.921,133.41
140,23.12,1010.9,78.01,4.1638,25.575,1090.3,550.11,12.109,5.7544,71.184,133.84
141,17.14,1012.1,91.005,6.1503,31.537,1100.1,535.33,13.642,1.031,61.031,153.86
142,29.751,1006.1,44.754,4.244,26.545,1094.5,549.81,12.257,1.0512,68.864,134.83
143,7.2218,1008.4,94.642,3.7509,23.425,1082.6,550.09,11.598,1.2457,78.14,133.57
144,25.827,1007.0,70.718,4.498,30.522,1100.1,543.58,13.293,1.2481,56.184,148.62
145,16.055,1026.1,68.837,3.6229,28.965,1100.0,543.33,12.981,0.8113,75.688,147.78
146,10.362,1001.3,99.021,4.0397,20.8,1063.2,549.95,10.734,3.1145,78.469,118.08
147,28.839,1006.0,82.834,4.2335,26.094,1091.7,549.73,12.251,1.5586,56.351,133.67
148,19.456,1017.3,75.594,3.6819,21.011,1055.7,549.62,10.75,3.6458,63.57,112.84
149,12.695,1020.1,99.11,4.1395,32.651,1100.1,531.6,13.787,0.77032,72.504,156.95
150,8.7208,1026.6,56.838,2.6411,21.601,1061.5,543.55,11.244,6.1584,90.44,121.68
151,15.327,1014.6,86.046,4.4339,24.461,1087.0,549.89,11.808,0.85281,69.667,133.63
152,17.026,1023.2,83.992,3.3747,21.311,1062.8,549.61,11.11,3.5413,52.312,118.88
153,16.452,1010.1,80.594,2.6526,22.442,1071.2,548.64,11.254,4.3613,79.617,122.95
154,15.437,1018.3,82.931,4.1147,32.231,1099.9,533.04,13.671,1.1733,75.12,154.9
155,17.783,1019.1,74.592,4.0441,22.312,1065.5,549.93,11.181,2.8996,63.391,120.58
156,17.092,1012.1,85.24,3.7543,25.89,1089.9,550.11,12.116,1.0461,61.981,135.18
157,11.118,1012.1,95.654,4.2331,24.221,1085.8,549.96,11.794,1.2096,74.811,134.05
158,27.535,1002.5,61.432,4.0328,25.394,1089.4,550.21,12.063,0.39685,65.215,132.22
159,5.7,1024.0,64.396,3.0511,23.163,1073.6,549.93,11.623,4.3138,78.046,131.23
160,5.0296,1018.9,88.678,3.4517,24.438,1075.2,549.84,11.858,1.5293,65.221,134.41
161,22.93,1017.1,88.908,4.6855,27.411,1097.5,547.51,12.585,0.88286,63.261,141.08
162,7.4976,1017.7,79.206,4.4344,24.046,1084.2,549.97,11.91,1.0671,81.64,134.69
163,21.564,1008.1,86.329,4.1627,25.243,1088.5,549.87,12.029,1.5149,65.314,133.81
164,25.214,1009.8,66.692,3.7645,25.785,1091.6,550.15,12.12,1.2742,66.969,133.62
165,8.6258,1008.1,75.76,2.9614,22.94,1072.4,549.92,11.592,3.1272,70.976,130.13
166,15.835,1023.9,94.469,3.2891,25.584,1084.4,549.91,12.184,0.54415,63.007,136.91
167,23.568,1008.0,78.944,3.7542,25.441,1090.7,549.86,12.207,0.3125,61.538,133.74
168,12.798,1006.6,89.261,3.1159,25.614,1085.3,550.05,12.189,0.95082,62.01,138.38
169,13.919,1010.1,90.084,4.1555,32.723,1099.9,532.14,13.778,1.1874,75.704,157.08
170,14.99,1026.4,77.64,3.9524,24.428,1089.1,550.07,12.057,1.3414,74.533,134.68
171,27.744,1010.1,76.796,5.4362,26.452,1094.4,549.63,12.211,1.8609,64.491,134.31
172,24.559,1011.2,57.793,3.8998,24.842,1080.3,550.04,11.875,1.8833,48.716,130.24
173,17.26,1014.0,79.92,3.6137,26.357,1090.5,550.15,12.455,1.6272,55.094,140.71
174,11.524,1015.6,92.345,4.4127,24.016,1085.6,550.17,11.863,1.5987,76.889,133.59
175,23.779,1004.7,59.477,3.9402,25.238,1088.8,550.36,12.085,1.6225,71.296,133.18
176,23.499,1020.7,61.295,4.9402,31.83,1100.0,531.87,13.861,1.2102,60.089,151.75
177,8.5841,1016.1,46.582,3.3648,28.196,1085.2,550.05,12.221,2.8264,70.61,139.05
178,6.8391,1021.7,97.401,2.9233,23.774,1085.2,550.04,11.759,1.3202,77.339,134.5
179,19.755,1011.9,86.164,3.4483,24.343,1078.0,550.08,11.761,1.7234,43.561,129.93
180,23.281,1005.7,73.603,4.0626,25.848,1091.4,549.91,12.22,1.7538,70.983,135.11
181,10.047,1013.7,100.16,5.2898,23.948,1084.4,550.11,11.82,1.3512,76.844,133.35
182,6.6892,1029.7,92.034,2.9253,20.247,1053.3,550.01,10.799,1.9853,75.614,114.8
183,15.13,1018.8,70.978,3.2464,27.945,1091.9,541.46,12.767,2.7714,73.053,143.6
184,9.2892,1009.8,68.608,4.1305,31.668,1100.0,538.0,13.712,2.0931,62.684,158.31
185,23.16,1008.3,90.835,4.3163,25.271,1089.5,549.89,12.139,1.9604,58.318,133.47
186,23.238,1008.0,96.176,4.0702,24.671,1076.7,550.02,11.772,1.8286,46.358,127.94
187,11.6,1009.8,100.09,5.4649,30.557,1098.7,536.35,13.412,0.85001,68.026,154.3
188,28.79,1006.1,62.977,4.7418,29.885,1100.0,541.75,13.13,1.8251,64.866,148.08
189,19.105,1014.2,86.107,3.7802,24.055,1077.6,549.72,11.881,0.9867,50.76,129.9
190,18.191,1011.2,65.982,3.4413,24.05,1077.4,549.94,11.727,2.3284,51.908,130.28
191,19.81,1016.9,92.967,3.8072,24.357,1076.0,550.17,11.757,1.7751,47.388,128.25
192,32.148,1005.1,56.25,4.3912,26.109,1082.8,549.87,11.993,1.9452,53.305,128.94
193,1.0269,1018.9,84.505,4.116,23.61,1084.3,550.09,11.764,1.9524,90.054,134.42
194,11.117,1019.1,89.643,5.1668,31.731,1099.7,532.14,13.863,0.93709,66.419,157.33
195,15.72,1010.4,57.997,2.9477,26.461,1063.1,549.61,11.122,1.6456,62.771,121.0
196,20.536,1015.2,81.488,3.5236,20.25,1052.4,550.16,10.529,4.0083,57.058,110.39
197,20.049,1007.3,95.804,4.1359,23.97,1073.9,549.62,11.672,1.8585,52.604,126.46
198,22.843,1016.0,66.299,5.3098,25.798,1092.6,550.31,12.251,2.0366,83.613,135.34
199,22.109,1010.0,79.728,3.856,24.552,1076.3,550.14,11.787,1.9095,54.075,128.09
200,13.607,1017.3,74.679,3.4737,25.258,1085.8,550.18,12.16,0.81665,58.598,137.59
201,13.821,1020.6,77.384,4.072,24.321,1086.7,550.22,11.945,1.3657,74.531,133.64
202,19.698,1009.9,97.806,3.3867,22.731,1073.9,550.07,11.307,2.6551,58.599,122.32
203,12.06,1011.4,79.677,3.0806,23.957,1074.8,549.81,11.728,3.6064,67.006,130.32
204,22.304,1010.1,94.395,5.2126,25.737,1092.8,549.66,12.245,1.6606,60.757,135.67
205,30.208,1010.5,67.372,4.2256,25.721,1081.5,550.12,12.056,1.6428,49.593,128.56
206,20.457,1008.5,97.902,4.0061,24.621,1076.9,550.01,11.71,1.8407,50.787,128.82
207,15.464,1021.6,77.641,4.1732,24.594,1088.6,549.94,11.991,1.6135,74.78,134.74
208,19.754,1010.6,88.813,4.4778,25.541,1082.2,549.9,12.076,1.9858,55.429,132.88
209,19.038,1014.9,81.208,3.4232,19.309,1054.9,549.98,10.346,5.2549,62.147,108.49
210,33.897,1012.0,43.386,4.9136,29.459,1099.9,543.27,12.91,0.33029,60.173,143.92
211,21.599,1012.1,91.229,4.323,25.284,1089.8,550.25,11.905,1.4954,63.488,133.46
212,24.048,1009.9,79.225,3.9917,25.414,1089.7,549.93,12.117,7.8864,63.44,133.26
213,8.3218,1015.9,72.955,4.5222,24.234,1085.1,550.17,11.802,1.764,98.225,134.69
214,29.798,1009.5,59.303,5.0809,30.091,1099.8,546.57,13.096,0.77584,54.863,146.1
215,5.2281,1022.1,90.992,2.8774,19.154,1044.5,549.26,10.464,5.1581,88.838,109.53
216,4.2008,1018.7,92.616,6.0085,34.299,1100.2,524.69,14.319,0.2238,62.05,167.28
217,19.468,1001.1,96.807,3.8695,20.222,1059.5,549.93,10.652,3.9969,54.717,112.19
218,29.381,1003.3,72.19,4.4281,29.504,1100.1,542.22,13.012,0.59316,65.965,145.18
219,23.421,1016.6,65.688,4.2856,25.788,1093.0,549.86,12.075,0.19208,64.7,134.96
220,6.529,1017.9,100.1,3.7982,23.97,1071.4,549.87,11.514,1.5058,65.332,130.31
221,23.056,1015.3,67.801,3.7991,25.193,1090.2,550.01,11.992,0.92428,63.786,133.85
222,23.361,1006.6,92.319,3.5281,21.015,1054.3,550.25,10.766,3.8339,46.978,111.27
223,14.652,1015.1,88.687,3.243,24.874,1087.5,550.1,12.019,1.1242,62.961,134.16
224,25.321,1014.5,50.338,4.6893,31.727,1100.0,540.57,13.512,0.89469,56.837,153.22
225,16.076,1012.6,79.737,3.7825,25.918,1091.5,549.95,12.175,1.2012,63.653,136.45
226,24.512,1015.8,68.907,4.5536,29.22,1099.4,548.02,12.995,0.80961,55.083,147.82
227,11.37,1011.4,95.664,2.6493,19.138,1052.7,549.05,10.423,7.0012,85.893,110.05
228,29.088,1011.9,61.734,5.2085,26.32,1094.5,550.09,12.322,1.0262,61.933,133.52
229,13.328,1004.8,94.485,3.0677,21.627,1057.3,550.26,10.96,0.84619,55.741,118.86
230,24.129,1012.6,71.364,4.3666,30.532,1099.7,537.67,13.505,0.78346,58.111,151.95
231,24.573,1000.8,81.761,3.94,26.177,1092.9,549.7,12.14,1.6315,65.623,134.82
232,3.516,1012.5,56.067,2.9269,23.488,1077.4,550.24,11.706,3.4982,79.608,134.79
233,4.2432,1028.3,88.888,5.9882,34.307,1099.8,524.38,14.232,0.34755,62.455,167.42
234,14.12,1020.1,85.796,3.257,24.892,1087.7,549.98,11.922,1.2702,64.56,134.16
235,12.752,1014.1,84.674,4.0698,32.494,1099.9,530.65,13.885,2.1095,69.561,159.1
236,15.283,1009.8,85.856,3.5401,25.524,1078.2,550.04,11.889,1.584,63.195,133.93
237,21.062,1008.6,89.037,3.7108,24.996,1088.3,550.15,11.956,0.69226,62.771,133.13
238,18.127,1012.7,91.972,3.6411,23.846,1073.3,549.88,11.662,1.9074,55.498,127.37
239,14.868,1013.2,97.788,4.0881,31.995,1099.9,534.44,13.582,1.3837,80.856,154.02
240,15.649,1016.5,72.437,4.1916,24.398,1087.1,550.07,11.877,1.5608,69.255,133.14
241,8.1752,1026.5,73.34,3.3083,22.902,1073.8,549.76,11.623,3.5651,65.08,129.89
242,4.9487,1016.6,75.855,2.8375,21.326,1061.2,548.91,11.11,6.32,91.484,122.96
243,20.179,1010.8,72.991,5.2044,25.404,1090.1,550.19,12.129,1.6835,69.835,134.02
244,14.953,1002.1,78.467,2.4941,19.042,1052.7,549.92,10.322,4.9826,72.231,108.8
245,29.298,1007.5,39.208,4.2369,30.591,1100.0,543.79,13.261,1.5545,53.353,150.1
246,22.14,1008.9,92.577,3.9015,24.469,1075.1,549.92,11.732,1.9369,50.728,127.11
247,9.7962,1017.1,78.061,4.0613,23.962,1085.9,549.97,11.855,1.4061,80.463,134.68
248,18.57,1014.9,80.664,4.4678,24.596,1078.3,549.83,11.779,1.8277,57.467,129.73
249,13.116,1019.1,79.942,3.5481,21.699,1071.6,549.58,11.261,2.959,80.522,123.36
250,16.084,1019.3,97.552,4.4653,24.506,1079.0,549.9,11.851,1.8652,58.092,130.87
251,9.6471,1016.9,75.94,3.0521,23.588,1075.0,550.04,11.656,4.1677,73.041,130.95
252,5.922,1019.7,89.343,3.4791,24.551,1075.8,549.89,11.869,1.6281,67.284,134.53
253,17.28,1016.8,86.307,3.419,26.732,1095.4,549.38,12.452,1.129,71.509,139.78
254,7.7485,1023.3,51.259,3.1326,28.118,1073.6,550.07,11.625,3.8448,79.218,130.05
255,18.932,1014.4,86.169,4.4949,31.339,1099.8,534.65,13.691,0.84839,60.656,154.55
256,17.946,1006.4,83.515,3.3089,25.005,1086.0,549.88,11.911,1.6347,65.117,131.9
257,18.183,1019.3,75.932,3.2174,23.265,1073.3,550.36,11.613,1.9991,47.678,126.67
258,18.45,1012.3,89.448,3.7704,25.464,1082.1,550.09,11.931,1.6696,61.143,134.59
259,16.533,1004.3,89.939,3.2726,23.398,1072.9,549.8,11.516,1.5742,49.221,127.58
260,24.299,1006.3,74.459,4.147,29.375,1099.7,547.44,13.042,1.8127,56.118,146.77
261,19.866,1006.7,80.676,3.9468,25.779,1083.8,549.81,12.154,1.7336,64.891,135.63
262,31.459,1010.7,54.885,4.395,29.585,1099.6,541.87,13.187,0.67352,55.913,146.37
263,20.227,1014.0,75.595,3.6052,25.989,1087.9,550.21,12.335,2.2348,54.228,137.49
264,13.454,1006.4,80.82,3.2601,23.863,1081.5,549.58,11.73,3.5879,87.106,130.75
265,11.858,1016.4,90.534,3.9979,24.046,1086.3,549.88,11.953,1.2862,72.733,134.53
266,11.918,1026.3,82.926,2.9606,24.012,1085.3,550.06,11.916,1.9835,75.881,133.28
267,14.511,1005.3,92.705,3.7169,20.722,1064.5,549.88,10.838,2.8426,71.848,118.41
268,8.6626,1021.2,73.823,3.1845,24.792,1074.5,549.89,11.617,3.6492,69.649,130.08
269,14.175,1001.0,98.315,2.5561,19.13,1053.1,549.97,10.385,5.8382,71.018,109.36
270,18.527,1019.5,85.827,4.5286,24.809,1080.0,549.9,11.998,1.8047,56.583,130.58
271,20.071,1003.8,76.025,3.4582,24.405,1077.1,550.02,11.8,2.1685,54.983,130.15
272,16.917,996.94,86.001,2.9081,24.592,1085.0,549.91,11.806,0.57744,69.252,133.06
273,13.311,1007.1,77.751,4.2182,32.9,1099.9,529.31,13.928,1.8426,74.377,160.47
274,32.422,1011.0,52.727,4.5852,29.825,1099.6,540.82,13.279,0.35179,52.58,146.5
