,temp_ambiente,presion_ambiente,humedad_ambiente,diferencia_presion_filtro_aire,presion_escape_turbina,temperatura_entrada_turbina,temperatura_salida_turbina,presion_descarga_comprensor,monoxido_carbono,oxido_nitrogeno,rendimiento_turbina
113,16.093,996.28,72.2,4.2949,24.35,1084.8,550.14,11.711,1.2698,74.45,133.36
114,15.829,995.76,70.396,4.3763,24.644,1086.0,550.15,11.742,1.1856,75.971,134.38
115,16.092,995.4,69.185,4.3591,24.637,1086.1,550.34,11.748,1.2879,75.6,134.32
116,16.295,995.0,66.199,4.3641,24.564,1085.5,550.27,11.786,1.3061,76.234,133.74
117,16.397,994.37,66.738,4.4143,24.824,1086.7,549.88,11.897,1.3,77.425,134.72
118,16.881,993.51,65.659,4.3718,24.638,1085.6,549.83,11.895,1.3279,76.363,133.82
119,16.977,992.42,64.813,4.4265,24.747,1085.6,550.29,11.889,1.3078,77.253,133.71
120,17.435,991.73,63.808,4.3883,24.682,1085.7,550.06,11.883,1.5358,77.384,133.74
121,18.118,991.01,61.432,4.3286,24.42,1084.1,549.99,11.804,1.5369,77.266,132.48
122,18.256,990.28,60.258,4.3468,24.655,1085.4,550.37,11.844,1.2988,77.843,133.65
123,17.916,989.67,61.48,4.3236,24.645,1085.5,550.17,11.806,1.295,77.969,133.74
124,17.937,988.97,62.85,4.3658,24.712,1085.3,549.67,11.737,1.3245,77.439,133.46
125,17.99,988.63,60.753,4.4593,25.064,1086.3,549.69,11.809,1.308,79.064,134.16
126,18.345,988.2,60.41,4.4171,24.869,1085.9,550.29,11.778,1.3129,77.401,133.76
127,18.925,988.11,56.205,4.3698,24.679,1085.1,550.16,11.747,1.353,78.668,132.83
128,18.864,987.84,56.245,4.3494,24.758,1085.9,549.89,11.822,1.1937,79.472,133.13
129,17.91,988.21,64.503,4.2801,24.696,1085.9,549.79,11.837,1.0446,76.663,133.66
130,17.167,988.87,75.068,4.3595,24.712,1085.6,550.36,11.954,1.0953,75.148,133.7
131,15.17,988.65,85.723,4.3959,24.557,1083.9,550.26,11.806,1.2589,74.49,132.7
132,15.144,989.32,85.043,4.3848,24.474,1083.8,550.29,11.739,1.3671,74.735,132.49
133,15.802,990.22,78.479,4.3457,24.4,1083.7,550.16,11.777,1.3577,75.108,132.25
134,15.794,990.87,77.336,4.2299,23.861,1074.6,545.86,11.493,6.6815,81.353,128.52
135,15.327,992.42,77.042,3.9868,22.33,1049.8,535.33,11.208,26.999,80.448,119.04
136,15.212,993.55,76.841,4.2812,24.651,1086.2,550.05,11.834,1.4375,74.702,134.26
137,15.034,994.75,78.059,4.2485,24.481,1085.7,550.17,11.76,1.3246,73.992,133.84
138,15.403,995.92,76.983,4.2367,24.409,1085.4,550.25,11.787,1.4918,73.617,133.53
139,15.461,996.96,75.899,4.2785,24.655,1086.9,549.97,11.915,1.2965,76.071,134.69
140,15.821,997.65,75.109,4.2865,24.648,1086.7,550.1,11.891,1.3339,75.077,134.69
141,16.402,997.88,74.859,4.2386,24.441,1085.7,550.24,11.865,1.3823,74.383,133.92
142,16.416,998.17,73.826,4.225,24.438,1085.0,549.99,11.866,1.3374,73.995,133.75
143,14.628,999.05,79.638,4.2074,24.494,1085.0,550.2,11.869,1.5402,74.27,133.75
144,13.126,999.57,84.483,4.1593,24.254,1084.3,550.15,11.873,1.6692,74.223,133.75
145,12.453,1000.2,89.09,4.1645,24.215,1084.4,550.15,11.876,1.4605,74.189,133.73
146,11.837,1000.8,91.391,4.1976,24.236,1084.9,550.18,11.879,1.3247,74.179,134.23
147,11.218,1001.3,94.007,4.2095,24.054,1084.6,549.98,11.789,1.3963,74.207,134.0
148,10.958,1001.8,97.01,4.2847,24.223,1085.6,550.27,11.791,1.0442,72.842,134.75
149,11.133,1002.3,98.076,4.3442,24.075,1084.1,550.17,11.756,0.93737,72.02,133.44
150,10.816,1002.5,97.742,4.3445,24.368,1085.6,550.3,11.853,0.80217,74.242,134.73
151,10.367,1002.7,96.624,4.3048,24.184,1085.5,550.13,11.943,1.3615,74.447,134.71
152,9.8253,1002.8,96.429,4.3078,24.215,1085.8,549.94,11.994,1.7209,75.186,135.29
153,9.1004,1003.0,96.006,4.2451,23.966,1084.7,549.98,11.943,1.6961,76.684,134.7
154,8.4583,1002.8,97.25,4.2699,24.045,1085.3,550.03,11.918,1.5312,76.778,135.27
155,7.0444,1006.4,96.843,4.0069,22.229,1048.1,532.44,11.328,31.538,87.493,121.93
156,7.4793,1006.5,96.254,4.1698,23.648,1083.3,550.1,11.651,1.7969,80.574,133.52
157,7.757,1006.4,93.41,4.1479,23.628,1083.3,550.17,11.676,1.6875,79.718,133.7
158,7.9574,1006.3,92.203,4.1637,23.696,1083.5,549.96,11.703,1.7095,78.34,133.7
159,8.0879,1006.2,90.445,4.1564,23.734,1083.4,549.98,11.73,1.716,77.952,133.71
160,8.1587,1006.6,90.236,4.1639,23.733,1083.3,550.02,11.757,1.7114,77.872,133.7
161,8.0879,1007.0,91.134,4.1497,23.703,1083.3,549.93,11.788,1.7121,78.046,133.7
162,7.9906,1007.4,91.253,4.1225,23.735,1083.5,549.97,11.839,1.6686,78.125,133.71
163,7.9425,1007.5,91.599,4.153,23.731,1083.4,550.21,11.891,1.6961,77.625,133.71
164,8.0706,1007.6,92.148,4.1973,23.991,1084.3,549.96,11.906,1.4806,78.481,134.51
165,8.0643,1007.7,91.38,4.1492,23.747,1083.2,549.94,11.83,1.5596,79.723,133.71
166,8.0512,1007.8,90.384,4.1338,23.751,1083.4,549.9,11.763,1.7001,80.847,133.71
167,8.0003,1007.9,90.149,4.1711,24.028,1085.2,549.92,11.84,1.4529,81.59,135.33
168,7.7199,1007.8,90.502,4.1487,23.827,1084.4,549.91,11.831,1.5398,80.856,134.84
169,7.346,1007.7,91.087,4.1449,23.672,1083.8,549.96,11.826,1.5398,80.513,134.29
170,7.1416,1007.4,91.564,4.2487,24.446,1088.0,549.93,12.024,1.3072,80.585,137.78
171,7.2742,1007.4,89.448,4.1477,23.832,1084.5,549.89,11.884,1.5072,79.141,134.72
172,7.2804,1007.6,86.61,4.1006,23.561,1083.2,549.85,11.84,1.7374,80.357,133.68
173,7.1797,1007.5,85.845,4.077,23.541,1083.1,549.98,11.846,1.7184,80.528,133.69
174,7.2261,1007.4,85.64,4.0843,23.606,1083.0,549.99,11.852,1.7091,80.507,133.68
175,7.3346,1007.7,86.45,4.0771,23.65,1083.1,549.96,11.858,1.7781,80.528,133.68
176,7.2752,1008.2,86.306,4.0752,23.698,1083.6,549.96,11.844,1.6733,80.623,134.01
177,7.2419,1008.8,87.374,4.1626,24.248,1086.7,550.1,11.867,1.3605,81.393,136.53
178,7.334,1009.5,88.411,4.1381,23.997,1085.5,550.14,11.852,1.4203,81.315,135.58
179,7.6131,1010.1,88.493,4.1167,23.855,1084.4,550.02,11.834,1.5992,79.828,134.69
180,8.0856,1010.6,87.085,4.0891,23.713,1083.5,550.04,11.84,1.7317,79.605,133.75
181,8.3858,1010.8,85.419,4.1301,23.925,1084.7,549.99,11.816,1.5184,79.546,134.58
182,8.5583,1010.8,85.004,4.0974,23.814,1083.7,550.03,11.779,1.7179,80.457,133.79
183,8.8214,1011.1,84.233,4.0673,23.703,1083.0,550.01,11.712,1.7171,80.608,133.15
184,9.2077,1011.6,81.548,4.0952,24.05,1085.1,550.01,11.961,1.6902,80.553,134.56
185,9.3188,1012.3,80.248,4.0969,23.895,1084.1,550.14,11.886,1.7351,79.455,133.77
186,9.2426,1013.0,83.23,4.5892,27.394,1089.8,541.42,12.663,1.4706,74.227,144.39
187,8.7846,1013.6,85.529,5.4273,33.493,1099.9,526.3,14.214,0.93444,65.643,163.93
188,8.3514,1014.2,85.702,5.4543,33.611,1100.1,525.99,14.257,0.83749,65.24,164.63
189,8.1364,1015.0,85.949,4.0928,23.891,1084.5,549.21,11.898,1.5584,79.641,135.0
190,7.6534,1015.6,86.663,4.1134,23.886,1085.3,550.0,11.898,1.5403,79.633,135.06
191,7.4401,1016.0,86.855,4.0703,23.584,1083.8,549.98,11.915,1.7054,79.563,133.9
192,6.8768,1016.2,86.856,4.1191,24.183,1087.2,549.98,11.926,1.3482,79.726,136.94
193,6.0245,1016.3,87.909,4.067,23.608,1084.1,549.74,11.827,1.6914,81.662,134.68
194,5.4182,1016.4,90.172,4.2104,23.824,1085.6,549.93,11.937,1.6448,82.355,134.27
195,5.7219,1016.6,88.684,4.2522,24.1,1087.3,549.99,12.045,1.3191,83.603,134.33
196,5.8848,1016.8,87.026,4.1904,23.827,1086.2,550.01,11.88,1.3472,84.265,133.46
197,5.5817,1016.7,85.499,3.8489,21.035,1035.4,527.44,11.064,35.019,97.863,114.07
198,5.4317,1016.9,85.524,4.2254,23.854,1086.9,550.19,11.934,1.3253,84.908,133.68
199,5.2603,1016.9,85.059,4.2078,23.877,1086.7,549.96,11.998,1.3483,85.034,134.04
200,4.9838,1016.9,84.006,4.2466,24.108,1088.4,549.84,12.055,1.3722,85.043,135.24
201,5.0631,1016.9,82.765,4.1699,24.11,1088.3,549.82,12.075,1.356,84.205,136.32
202,5.1721,1016.9,86.024,4.005,23.173,1083.1,550.02,11.765,1.8177,81.92,133.8
203,6.2324,1017.1,88.181,4.0361,23.34,1083.4,550.11,11.776,1.6265,80.561,133.76
204,7.315,1016.3,82.664,4.0515,23.619,1085.1,549.99,11.935,1.6046,83.449,134.65
205,8.3328,1015.6,75.092,4.0147,23.605,1084.3,550.09,11.888,1.7224,81.896,133.76
206,9.025,1015.1,69.365,4.0526,23.667,1084.5,550.03,11.841,1.6683,78.971,133.76
207,9.3045,1015.3,72.005,4.0485,23.662,1084.5,549.97,11.828,1.8544,77.76,133.77
208,9.2169,1015.8,70.518,4.0547,23.622,1084.6,550.0,11.879,1.451,78.824,133.77
209,8.8609,1016.0,70.597,4.4208,26.214,1088.6,543.68,12.532,1.6213,76.836,141.83
210,8.3759,1016.3,74.595,5.292,32.602,1100.0,528.19,14.146,1.1048,66.517,162.92
211,7.6279,1016.5,80.032,5.3557,32.982,1100.1,527.3,14.155,0.97698,67.679,164.13
212,7.2977,1016.6,85.041,4.4063,25.868,1088.2,544.56,12.284,1.1942,77.053,141.92
213,7.5282,1016.7,89.422,4.161,23.617,1084.9,549.95,11.94,1.483,78.236,134.85
214,7.5387,1016.9,89.944,4.1225,23.449,1084.0,550.0,11.936,1.6883,78.477,134.04
215,7.5363,1017.1,91.681,4.1526,23.546,1084.4,549.96,11.893,1.7288,78.391,134.43
216,7.3843,1016.9,92.442,4.1426,23.396,1083.7,550.13,11.801,1.9594,79.39,133.75
217,7.4267,1016.7,91.312,4.3006,24.626,1090.4,549.77,12.049,1.6149,81.817,139.06
218,7.7222,1016.7,87.072,4.1083,23.536,1084.3,549.95,11.895,1.7277,81.113,133.77
219,7.6417,1016.6,84.898,3.7828,21.41,1062.7,544.76,11.139,5.339,93.339,122.38
220,7.6345,1016.7,84.02,3.4947,19.449,1042.1,538.82,10.533,7.44,89.631,111.92
221,7.4278,1016.4,84.501,3.4595,19.569,1040.2,537.45,10.581,8.0138,90.316,111.72
222,6.9381,1016.4,91.093,3.5368,19.705,1041.0,537.24,10.723,8.5344,92.164,112.67
223,6.991,1016.6,90.611,4.0875,23.544,1083.7,550.06,11.741,1.7977,80.226,133.67
224,7.2087,1016.8,88.938,4.071,23.541,1083.9,550.21,11.734,1.6398,80.036,133.65
225,7.1966,1017.0,90.935,4.0996,23.688,1084.6,550.11,11.795,1.6879,79.545,134.27
226,7.296,1017.2,92.481,4.1191,23.8,1085.3,550.13,11.87,1.6718,78.549,134.72
227,7.3752,1017.6,93.598,4.9553,29.51,1094.1,535.68,13.279,1.1353,69.655,152.47
228,7.3361,1017.5,94.602,5.4316,32.654,1100.0,528.35,13.945,0.81361,64.365,163.45
229,7.4467,1017.3,93.893,5.4257,32.981,1100.1,526.68,14.146,0.74238,64.096,163.94
230,7.2602,1017.4,92.168,5.3866,32.804,1100.2,527.27,14.166,0.73813,64.781,163.98
231,6.9274,1017.7,89.852,5.3836,33.262,1100.3,526.06,14.264,0.86236,66.462,164.85
232,7.0533,1018.1,81.111,5.2441,33.008,1100.1,527.18,14.193,0.81939,67.479,164.15
233,7.1476,1018.5,78.347,5.2597,33.284,1100.2,525.76,14.288,0.92138,68.682,164.68
234,7.2451,1018.9,78.57,5.2294,32.751,1099.7,527.83,14.102,0.87672,68.702,163.76
235,7.3472,1019.3,77.571,5.0452,31.438,1097.2,530.47,13.823,1.0691,70.82,159.09
236,7.2666,1019.6,75.901,3.9715,23.74,1084.8,550.02,11.809,1.525,81.774,134.51
237,7.2007,1020.1,77.212,3.9966,23.827,1085.1,549.78,11.839,1.5465,81.513,134.71
238,7.2855,1020.4,74.94,4.0341,23.795,1085.2,549.95,11.888,1.5863,83.441,134.72
239,7.3476,1020.6,73.617,4.0388,23.727,1085.2,550.04,11.86,1.5148,82.426,134.68
240,7.3896,1020.9,73.675,4.0493,23.749,1086.0,550.12,11.856,1.5502,82.149,135.06
241,5.7826,1022.7,82.005,4.0256,23.083,1066.2,539.66,11.706,29.341,86.95,127.96
242,5.6669,1023.2,83.311,5.2212,32.093,1097.3,528.67,13.899,1.2141,68.559,160.12
243,6.0859,1023.5,85.13,5.3051,32.769,1100.4,526.62,14.218,0.75697,65.628,164.46
244,7.2745,1023.7,82.014,5.3407,33.034,1100.2,526.0,14.23,0.71516,64.847,163.95
245,8.8629,1023.3,75.879,5.316,32.807,1100.3,527.78,14.089,0.96628,66.444,162.54
246,9.6107,1022.7,73.271,5.3581,33.074,1100.0,526.91,14.127,1.2728,66.422,162.85
247,9.7717,1022.4,71.034,5.3099,32.748,1100.1,527.97,14.056,0.97283,67.102,162.29
248,9.9905,1022.2,67.58,5.3377,33.042,1100.0,526.81,14.12,0.95571,67.223,162.57
249,9.8237,1022.1,70.629,5.3045,32.706,1099.9,527.85,14.051,1.0247,67.044,162.03
250,9.8056,1022.1,71.353,5.3873,33.207,1100.2,526.39,14.209,0.93374,66.339,162.98
251,9.2066,1022.2,73.405,5.2976,32.992,1100.1,527.26,14.082,0.86894,66.009,163.1
252,8.7413,1022.3,75.011,5.3629,33.312,1100.0,526.27,14.158,0.96774,66.106,163.91
253,8.1971,1022.1,75.799,5.2696,32.921,1100.1,527.35,14.037,0.8214,65.433,163.81
254,6.8928,1022.0,80.482,4.9193,30.183,1094.4,533.69,13.378,1.0082,71.364,155.7
255,5.6221,1021.7,85.054,4.1286,23.656,1084.5,549.95,11.904,1.7481,82.487,135.29
256,5.0085,1021.1,88.25,4.2155,23.973,1086.4,549.79,11.986,1.6619,84.337,135.45
257,5.3039,1020.6,88.786,4.2341,24.101,1087.0,549.78,11.911,1.4314,83.215,134.77
258,5.6397,1020.1,88.235,4.2061,23.862,1085.4,549.88,11.901,1.5116,83.746,133.33
259,5.866,1019.5,87.226,4.2697,24.247,1087.4,549.73,11.991,1.6079,83.576,134.97
260,5.8573,1019.0,87.366,4.1986,23.964,1085.5,549.92,11.82,1.7846,84.539,133.53
261,5.6602,1018.3,86.968,3.8404,21.079,1028.5,523.86,10.963,43.428,99.237,112.02
262,5.0232,1017.8,87.114,3.8648,21.435,1032.5,524.71,11.029,43.397,92.062,113.6
263,4.4065,1016.6,86.176,4.1075,23.162,1067.1,541.04,11.601,18.049,91.258,128.14
264,4.2052,1016.4,87.248,4.2198,23.892,1085.3,550.07,11.869,1.4223,86.535,133.93
265,5.0307,1016.0,89.729,4.3506,24.713,1089.9,549.84,12.163,0.99755,83.524,137.69
266,7.8042,1015.4,91.954,4.5995,25.949,1097.5,549.61,12.276,0.99244,85.839,143.71
267,9.3252,1014.9,81.431,4.3378,24.73,1090.0,549.86,12.15,1.5498,78.698,137.76
268,9.9308,1014.2,77.836,5.0069,29.505,1099.7,539.49,13.292,1.3501,77.995,153.86
269,10.554,1013.1,70.983,5.0451,29.515,1099.7,539.61,13.24,1.0598,76.809,153.74
270,11.127,1012.4,65.24,5.0449,29.548,1099.6,539.38,13.156,0.76966,76.396,153.74
271,11.612,1012.0,68.431,4.2839,24.08,1085.1,549.41,11.866,1.2337,79.965,134.21
272,11.76,1011.8,70.012,4.3542,24.713,1088.4,549.53,12.063,1.2398,78.269,136.86
